198.199.93.54 - - [07/Mar/2023:05:16:44 -0500] "GET / HTTP/1.1" 200 11286
89.248.165.110 - - [07/Mar/2023:12:50:07 -0500] "-" 400 2244
185.169.235.13 - - [07/Mar/2023:21:33:16 -0500] "GET / HTTP/1.1" 200 11286
185.169.235.13 - - [07/Mar/2023:21:33:24 -0500] "GET /.git/config HTTP/1.1" 404 1089
185.169.235.13 - - [07/Mar/2023:21:33:25 -0500] "GET /config HTTP/1.1" 404 1080
185.169.235.13 - - [07/Mar/2023:21:33:27 -0500] "GET /git/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:33:34 -0500] "GET / HTTP/1.1" 200 11286
185.169.235.13 - - [07/Mar/2023:21:33:35 -0500] "GET /git/ HTTP/1.1" 404 1082
185.169.235.13 - - [07/Mar/2023:21:33:35 -0500] "GET /git HTTP/1.1" 404 1077
185.169.235.13 - - [07/Mar/2023:21:33:36 -0500] "GET /src/ HTTP/1.1" 404 1082
185.169.235.13 - - [07/Mar/2023:21:33:36 -0500] "GET /src HTTP/1.1" 404 1077
185.169.235.13 - - [07/Mar/2023:21:33:36 -0500] "GET /source/ HTTP/1.1" 404 1085
185.169.235.13 - - [07/Mar/2023:21:33:38 -0500] "GET /source HTTP/1.1" 404 1080
185.169.235.13 - - [07/Mar/2023:21:33:38 -0500] "GET /sources/ HTTP/1.1" 404 1086
185.169.235.13 - - [07/Mar/2023:21:33:38 -0500] "GET /sources HTTP/1.1" 404 1081
185.169.235.13 - - [07/Mar/2023:21:33:40 -0500] "GET /admin/ HTTP/1.1" 404 1084
185.169.235.13 - - [07/Mar/2023:21:33:40 -0500] "GET /admin HTTP/1.1" 404 1079
185.169.235.13 - - [07/Mar/2023:21:33:43 -0500] "GET /git/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:33:44 -0500] "GET /src/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:33:44 -0500] "GET /src/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:33:45 -0500] "GET /source/.git/config HTTP/1.1" 404 1100
185.169.235.13 - - [07/Mar/2023:21:33:47 -0500] "GET /source/config HTTP/1.1" 404 1091
185.169.235.13 - - [07/Mar/2023:21:33:47 -0500] "GET /sources/.git/config HTTP/1.1" 404 1101
185.169.235.13 - - [07/Mar/2023:21:33:48 -0500] "GET /sources/config HTTP/1.1" 404 1092
185.169.235.13 - - [07/Mar/2023:21:33:49 -0500] "GET /admin/.git/config HTTP/1.1" 404 1099
185.169.235.13 - - [07/Mar/2023:21:33:50 -0500] "GET /admin/config HTTP/1.1" 404 1090
185.169.235.13 - - [07/Mar/2023:21:33:51 -0500] "GET /api/ HTTP/1.1" 404 1082
185.169.235.13 - - [07/Mar/2023:21:33:51 -0500] "GET /api HTTP/1.1" 404 1077
185.169.235.13 - - [07/Mar/2023:21:33:51 -0500] "GET /rest/ HTTP/1.1" 404 1083
185.169.235.13 - - [07/Mar/2023:21:33:52 -0500] "GET /rest HTTP/1.1" 404 1078
185.169.235.13 - - [07/Mar/2023:21:33:54 -0500] "GET /api/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:33:54 -0500] "GET /api/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:33:55 -0500] "GET /backend/ HTTP/1.1" 404 1086
185.169.235.13 - - [07/Mar/2023:21:33:57 -0500] "GET /backend HTTP/1.1" 404 1081
185.169.235.13 - - [07/Mar/2023:21:33:57 -0500] "GET /rest/.git/config HTTP/1.1" 404 1098
185.169.235.13 - - [07/Mar/2023:21:33:58 -0500] "GET /svc/ HTTP/1.1" 404 1082
185.169.235.13 - - [07/Mar/2023:21:33:58 -0500] "GET /svc HTTP/1.1" 404 1077
185.169.235.13 - - [07/Mar/2023:21:33:59 -0500] "GET /rest/config HTTP/1.1" 404 1089
185.169.235.13 - - [07/Mar/2023:21:34:00 -0500] "GET /backend/.git/config HTTP/1.1" 404 1101
185.169.235.13 - - [07/Mar/2023:21:34:04 -0500] "GET /backend/config HTTP/1.1" 404 1092
185.169.235.13 - - [07/Mar/2023:21:34:04 -0500] "GET /svc/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:34:04 -0500] "GET /svc/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:34:05 -0500] "GET /service/.git/config HTTP/1.1" 404 1101
185.169.235.13 - - [07/Mar/2023:21:34:05 -0500] "GET /service/config HTTP/1.1" 404 1092
185.169.235.13 - - [07/Mar/2023:21:34:06 -0500] "GET /services/.git/config HTTP/1.1" 404 1102
185.169.235.13 - - [07/Mar/2023:21:34:17 -0500] "GET /service/ HTTP/1.1" 404 1086
185.169.235.13 - - [07/Mar/2023:21:34:17 -0500] "GET /services/config HTTP/1.1" 404 1093
185.169.235.13 - - [07/Mar/2023:21:34:17 -0500] "GET /app/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:34:18 -0500] "GET /app/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:34:18 -0500] "GET /data/.git/config HTTP/1.1" 404 1098
185.169.235.13 - - [07/Mar/2023:21:34:18 -0500] "GET /service HTTP/1.1" 404 1081
185.169.235.13 - - [07/Mar/2023:21:34:18 -0500] "GET /data/config HTTP/1.1" 404 1089
185.169.235.13 - - [07/Mar/2023:21:34:18 -0500] "GET /services/ HTTP/1.1" 404 1087
185.169.235.13 - - [07/Mar/2023:21:34:20 -0500] "GET /bak/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:34:27 -0500] "GET /bak/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:34:39 -0500] "GET /backup/.git/config HTTP/1.1" 404 1100
185.169.235.13 - - [07/Mar/2023:21:34:39 -0500] "GET /services HTTP/1.1" 404 1082
185.169.235.13 - - [07/Mar/2023:21:34:40 -0500] "GET /backup/config HTTP/1.1" 404 1091
185.169.235.13 - - [07/Mar/2023:21:34:41 -0500] "GET /test/.git/config HTTP/1.1" 404 1098
185.169.235.13 - - [07/Mar/2023:21:34:41 -0500] "GET /test/config HTTP/1.1" 404 1089
185.169.235.13 - - [07/Mar/2023:21:34:42 -0500] "GET /temp/.git/config HTTP/1.1" 404 1098
185.169.235.13 - - [07/Mar/2023:21:34:42 -0500] "GET /temp/config HTTP/1.1" 404 1089
185.169.235.13 - - [07/Mar/2023:21:34:42 -0500] "GET /tmp/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:34:43 -0500] "GET /tmp/config HTTP/1.1" 404 1088
185.169.235.13 - - [07/Mar/2023:21:34:43 -0500] "GET /lib/.git/config HTTP/1.1" 404 1097
185.169.235.13 - - [07/Mar/2023:21:34:43 -0500] "GET /lib/config HTTP/1.1" 404 1088
